id,snapshot_date,hospital_code,blood_bank_name,district,city,area,address,contact,hospital_type,A+,A-,B+,B-,O+,O-,AB+,AB-,latitude,longitude,source_file
1500,2026-08-24,18034,"Seth V.C.Gandhi And M.A.Vora Municipal General Hospital, Rajawadi ,Ghatkopar",Mumbai,Ghatkopar,Rajawadi Hospit,"1st Floor, Smt. Meenatai Thackerey Building, Rajawadi Hospit, Ghatkopar, Mumbai,  Maharashtra","Phone: 9167490596 ,Fax: 0221027372, Email: rajawadi.rbb04@gmail.com",Govt.,56.0,5.0,23.0,5.0,60.0,3.0,28.0,2.0,19.0793,72.90169,blood-avail-data 24-8-26.pdf
1503,2026-08-24,18035,"Sushilaben R. Mehta And Sir. Kikabai Cardiac Institute, Blood Centre",Mumbai,Mumbai,Gandhi Market,"Basements R. No.1-12,Plot No.96,Rd.No.31,Near Gandhi Market , Mumbai, Mumbai,  Maharashtra","Phone: 2269105443 ,Fax: 0224094732, Email: bloodbank@srmkpcardiac.com",Charitable/Vol,30.0,2.0,31.0,3.0,43.0,0.0,13.0,0.0,19.03241,72.85958,blood-avail-data 24-8-26.pdf
1489,2026-08-24,18037,Deepak Foundations Anviksha Blood Centre,Mumbai,Mumbai,Ghatkopar,"1st floor, Paras Darshan, M.G.Road, Ghatkopar (East), Mumbai, Mumbai,  Maharashtra","Phone: 8591265830 ,Fax: 9820144154, Email: anvikshabb@hotmail.com",Charitable/Vol,54.0,0.0,64.0,0.0,112.0,0.0,30.0,0.0,19.0824,72.90455,blood-avail-data 24-8-26.pdf
1494,2026-08-24,18038,"K.B.Bhabha Muncipal General Hospital, Blood Centre",Mumbai,Mumbai,Bandra,"1st floor, N.38, R.K.Patkar Marg, Bandra (W), Mumbai, Mumbai, Maharashtra","Phone: 9321152854 ,Fax: 022-26405227, Email: bhabha.bandra@gmail.com",Govt.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05749,72.83363,blood-avail-data 24-8-26.pdf
1495,2026-08-24,18039,Lilavati Hospital And Research Centre Blood Centre,Mumbai,Bandra,Bandra Reclaimation,"A 791, Bandra Reclaimation, Bandra (W),, Bandra, Mumbai, Maharashtra","Phone: 0226568220 ,Fax: 2226437648, Email: bloodbank@lilavatihospital.com",Charitable/Vol,38.0,1.0,56.0,5.0,46.0,4.0,14.0,0.0,19.05096,72.82903,blood-avail-data 24-8-26.pdf
1530,2026-08-24,18040,Sant Nirankari Blood Centre,Mumbai Suburban,Vile Parle,Western Express Hig,"3rd Floor Sant Nirankari Satsang Bhawan, Western Express Hig, Vile Parle, Mumbai  Suburban, Maharashtra","Phone: 9650400141 ,Fax: 0, Email: santnirankaribb@gmail.com",Charitable/Vol,39.0,0.0,41.0,0.0,86.0,0.0,12.0,0.0,19.10428,72.85361,blood-avail-data 24-8-26.pdf
1535,2026-08-24,18042,"Matoshri Valbai Mulji Shah, Arpan Blood Centre",Mumbai,Mumbai,Janta Markat,"Aniraj Tower, 2nd Floor, Janta Markat, Opp Metro Mall, L.B.S, Mumbai, Mumbai,  Maharashtra","Phone: 7507771544 ,Fax: 02267417980, Email: nandkishor@arpanbloodbank.org",Charitable/Vol,3.0,4.0,16.0,6.0,7.0,3.0,15.0,1.0,19.14264,72.93339,blood-avail-data 24-8-26.pdf
1520,2026-08-24,18043,Poona Serological Institute Blood Centre,Pune,Pune,C.T.S. No,"C.T.S. No-592,3rd Floor,Dhanwantari Complex, Near Tarachand , Pune, Pune,  Maharashtra","Phone: 9225507815,020-26133387/26141719 ,Fax: 020-27472876, Email:  psibbpune@gmail.com",Charitable/Vol,70.0,1.0,16.0,3.0,72.0,4.0,14.0,2.0,18.51663,73.86651,blood-avail-data 24-8-26.pdf
1521,2026-08-24,18044,Bandra Holly Family Hospital Society Blood Centre,Mumbai,Mumbai,Bandra,"Holly Family Hospital Blood Bank,  St. Andrews Road, Bandra , Mumbai, Mumbai,  Maharashtra","Phone: 9819463424 ,Fax: 1234567890, Email:  hfhbloodcentre@holyfamilyhospital.in",Charitable/Vol,39.0,4.0,31.0,3.0,32.0,4.0,24.0,2.0,19.05522,72.82723,blood-avail-data 24-8-26.pdf
1525,2026-08-24,18045,"Dr. L. H. Hiranandani Hospital, Blood Centre",Mumbai,Mumbai,Powai,"Hill Side, Hiranandani Gardens Powai, Powai,, Mumbai, Mumbai, Maharashtra","Phone: 9619597757,022-25763355 / 25763356 ,Fax: 25763344, Email:  lincy.jacob@hiranandanihospital.org",Charitable/Vol,19.0,2.0,48.0,3.0,26.0,1.0,19.0,1.0,19.12032,72.91731,blood-avail-data 24-8-26.pdf
1511,2026-08-24,18047,Fortis  Hospital Blood Centre,Mumbai,Mumbai,Goregaon,"Mulund Goregaon Link Road, Nahur,, Mumbai, Mumbai, Maharashtra","Phone: 7678085566,02249254370 ,Fax: 022-67994242/4343, Email:  bloodbank.mul@fortishealthcare.com",Private,50.0,0.0,48.0,0.0,22.0,0.0,18.0,0.0,19.16149,72.9415,blood-avail-data 24-8-26.pdf
1515,2026-08-24,18048,Kokilaben Dhirubhai Ambani Blood Centre,Mumbai,Mumbai,Andheri,"4 bunglows, Achutrao Patwardhan Marg, Andheri (west),, Mumbai, Mumbai,  Maharashtra","Phone: 9320070111,+91-22-3090 0900 ,Fax: +91 22 3097 2030, Email:  Raees.Ahmed@relianceada.com",Charitable/Vol,51.0,0.0,35.0,1.0,20.0,0.0,10.0,1.0,,,blood-avail-data 24-8-26.pdf
1516,2026-08-24,18049,Rotary D.G Goenka Blood Centre( Municipal Gen. Hospital),Mumbai,Mumbai,Andheri,"2nd floor, Opp Bus Depot,  Near Railway Station Andheri (W), Mumbai Suburban,  Mumbai, Maharashtra","Phone: 9004437823 ,Fax: 0226715000, Email: ghrcbloodcentre@gmail.com,",Charitable/Vol,9.0,3.0,9.0,2.0,9.0,1.0,3.0,0.0,19.119457,72.844948,blood-avail-data 24-8-26.pdf
1456,2026-08-24,18050,Sevenhills Healthcare Private Limited Hospital Blood Centre,Mumbai,Mumbai,Mumabi,"2nd Floor, Block-16, Sevenhills Hospital,  Survey No.155, 15, Mumabi, Mumbai,  Maharashtra","Phone: 02267676719 ,Fax: -, Email: bloodbank@sevenhillshospital.com",Private,6.0,0.0,29.0,0.0,49.0,0.0,14.0,0.0,19.11779,72.87809,blood-avail-data 24-8-26.pdf
1459,2026-08-24,18051,V.N. Desai Municipal General Hospital Blood Centre,Mumbai,mumbai,Santacruz East,"Plot No.34,  opp. Santacruz Gymkhana, T.P.S II, 11th Road, S, santacruz east,  mumbai, Mumbai, Maharashtra","Phone: 7021670036 ,Fax: 1234567890, Email:  vndesaibloodbank@yahoo.com",Govt.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.07882,72.84499,blood-avail-data 24-8-26.pdf
1463,2026-08-24,18052,Holy Spirit Hospital Blood Centre,Mumbai,Mumbai,Andher,"Holy Spirit Hospital Blood Bank, Mahakali Caves Road, Andher, Mumbai, Mumbai,  Maharashtra","Phone: 7757083084 ,Fax: -, Email: holyspirit_bloodbank@yahoo.in",Charitable/Vol,11.0,1.0,18.0,1.0,14.0,1.0,10.0,1.0,19.12839,72.8666,blood-avail-data 24-8-26.pdf
1450,2026-08-24,18055,"Meenatai Thackeray Blood Centre, Goregaon, Mumbai, Managed By Prabodhan  Goregaon",Mumbai,Mumbai,Goregaon West,"CTS No.899/C, First floor, Village Pahadi, Sitaram Patkar Marg, Off Aarey Road,  Goregaon West., Mumbai, Mumbai, Maharashtra","Phone: 9820313855 ,Fax: 1234567890, Email:  meenataithackeray.bloodcentre@gmail.com",Charitable/Vol,170.0,0.0,180.0,0.0,210.0,0.0,70.0,0.0,19.15961,72.84028,blood-avail-data 24-8-26.pdf
1453,2026-08-24,18056,Manas Serological Institute Blood Centre,Mumbai,Mumbai,Cts No,"CTS NO-167 / 168 / A1 101-104  Grace Plaza  S.V.Road, near R, Mumbai, Mumbai,  Maharashtra","Phone: 9975564128 ,Fax: -, Email: manasbbmumbai@gmail.com",Charitable/Vol,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,,,blood-avail-data 24-8-26.pdf
1454,2026-08-24,18057,Suburban Hi-Tech Blood Centre,Mumbai,Mumbai,Malad,"206, Shagun,Rani-Sati Marg, Malad (East), , as above, Mumbai, Mumbai,  Maharashtra","Phone: 9823244573 ,Fax: -, Email: suburban.hitech@yahoo.com",Charitable/Vol,5.0,0.0,16.0,1.0,6.0,1.0,1.0,0.0,19.18378,72.84917,blood-avail-data 24-8-26.pdf
1443,2026-08-24,18058,Sion Blood Centre,Mumbai,Mumbai,Sion,"92/5,  1st floor Geeta bldg. Opp. To Sion Bus depot, Sion (E, Mumbai, Mumbai,  Maharashtra","Phone: 9594642222 ,Fax: -, Email: sionbloodbank@gmail.com",Charitable/Vol,40.0,0.0,22.0,0.0,43.0,0.0,8.0,0.0,19.03648,72.86865,blood-avail-data 24-8-26.pdf
1446,2026-08-24,18059,Bharatratna Dr Babasaheb Ambedkar Mun. Gen. Hospital Blood Centre,Mumbai,MUMBAI,First F,"Bharatratna Dr Babasaheb Ambedkar Mun Gen Hospital , First F, MUMBAI, Mumbai,  Maharashtra","Phone: 28647003/4 ,Fax: -, Email: bloodbankbdba@gmail.com",Govt.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.208,72.85105,blood-avail-data 24-8-26.pdf
1479,2026-08-24,18061,"Acharya Anandrishiji Blood Centre, Pune",Pune,Pune,Sadashiv Peth,"191/192,  Sadashiv Peth, S.M.Joshi Foundation Bldg. Near Pat, Pune, Pune,  Maharashtra","Phone: 8554909040 ,Fax: 2024537627, Email: aapunebloodbank@gmail.com",Charitable/Vol,94.0,1.0,144.0,8.0,133.0,5.0,13.0,0.0,19.089304,73.004063,blood-avail-data 24-8-26.pdf
1481,2026-08-24,18062,Akshay Blood Centre,Pune,Pune,Hadapsar,"SURVEY NO.10, HISSA NO. 2A/1/3, UNNATINAGAR, HADAPSAR, , Pune, Pune,  Maharashtra","Phone: 9890244339 ,Fax: -, Email: akshaybloodbankpune@gmail.com",Charitable/Vol,207.0,11.0,143.0,17.0,287.0,9.0,77.0,2.0,18.47143,73.959674,blood-avail-data 24-8-26.pdf
1483,2026-08-24,18064,M/S Bharati Vidyapeeth Medical Foundations Bharati Hospital Blood Centre,Pune,Pune,Bharati Vidyapeeth S.No,"1st Floor, of Bharati Hospital, Bharati Vidyapeeth S.No. 28,, Pune, Pune,  Maharashtra","Phone: 9420320999,020-40555555  Ext-115 ,Fax: 020 24379432, Email:  bhbloodbank@gmail.com",Charitable/Vol,13.0,0.0,42.0,0.0,15.0,6.0,26.0,1.0,18.45956,73.85732,blood-avail-data 24-8-26.pdf
1472,2026-08-24,18065,"Deenanath Mangeshkar Hospital, Blood Centre",Pune,PUNE,Erandwane,"DEENANATH MANGESHKAR HOSPITAL RESEARCH CENTER SUPER SPECIALI, PUNE, Pune,  Maharashtra","Phone: 9822545665 ,Fax: 020-40541003, Email: bloodbank@dmhospital.org",Charitable/Vol,26.0,7.0,18.0,4.0,76.0,19.0,45.0,7.0,18.50211,73.83223,blood-avail-data 24-8-26.pdf
1475,2026-08-24,18067,Indian Serological Institute Blood Centre,Pune,Pune,Navi Peth,"21, Anand Baugh, Navi Peth, Near Vaikunth,, Pune, Pune, Maharashtra","Phone: 9096039023 ,Fax: -, Email: isibloodbank@rediffmail.com",Charitable/Vol,11.0,0.0,3.0,0.0,21.0,2.0,5.0,0.0,,,blood-avail-data 24-8-26.pdf
1478,2026-08-24,18068,"Sadhu Vaswani Mission Medical Complex, Inlaks And Budharani Hospital Blood  Centre, Pune",Pune,Pune,Koregaon Park,"7-9, Koregaon Park,, Pune, Pune, Maharashtra","Phone: 9850224042 ,Fax: 020-66099703, Email: inlaksbb@gmail.com.com",Charitable/Vol,25.0,2.0,31.0,3.0,52.0,7.0,12.0,0.0,18.53528,73.88698,blood-avail-data 24-8-26.pdf
1469,2026-08-24,18069,Jankalyan Raktapedhi Pune,Pune,Pune,Shukrawar Peth,"1003, Shukrawar Peth, Swargate - Saras Baugh Road, Near. Nat, Pune, Pune,  Maharashtra","Phone: 9527768755 ,Fax: -, Email: Janrakta@gmail.com",Charitable/Vol,146.0,7.0,264.0,4.0,405.0,8.0,79.0,8.0,18.50092,73.85753,blood-avail-data 24-8-26.pdf
1425,2026-08-24,18070,Jehangir Hospital Blood Centre,Pune,Pune,Sasoon,"Second floor, 32, Sasoon Road,, Pune, Pune, Pune, Maharashtra","Phone: 9175772258 ,Fax: 0, Email: bloodbank@jehangirhospital.com",Charitable/Vol,62.0,2.0,6.0,3.0,38.0,5.0,5.0,0.0,18.57729,73.68146,blood-avail-data 24-8-26.pdf
1426,2026-08-24,18071,Kem Hospital Blood Centre,Pune,Pune,Rastha Peth,"Sardar Moodliar Road, Rastha Peth,, Pune, Pune, Maharashtra","Phone: 9823955650 ,Fax: 1234567890, Email: mathurabloodbank@gmail.com",Charitable/Vol,61.0,1.0,54.0,2.0,46.0,5.0,0.0,0.0,18.51996,73.86703,blood-avail-data 24-8-26.pdf
1418,2026-08-24,18072,"Metro Blood Centre,Civil Hospital Aundh Pune",Pune,Pune,Aundh,"Aundh Camp,, Pune, Pune, Maharashtra","Phone: 9423210104 ,Fax: -, Email: bloodbank.aundh@gmail.com",Govt.,60.0,7.0,42.0,6.0,72.0,6.0,20.0,1.0,18.55375,73.80687,blood-avail-data 24-8-26.pdf
1421,2026-08-24,18073,"Grant Medical Foundation,  A.H. Wadia Trust Blood Centre",Pune,Pune,Post Box No,"40, Sassoon Road, Ruby Hall Clinic, Post Box No. 70,, Pune, Pune, Maharashtra","Phone: 9890148566 ,Fax: 0202616452, Email: bloodbank@rubyhall.com",Charitable/Vol,58.0,9.0,157.0,10.0,74.0,7.0,29.0,6.0,18.53351,73.87732,blood-avail-data 24-8-26.pdf
1413,2026-08-24,18076,"Abhinav Sikshan MandalS,  Sanjeevan Blood Centre",Kolhapur,Kolhapur,Abhinav Sikshan Mandals,"Abhinav Sikshan MandalS,  Sanjeevan Blood Centre, Kolhapur, Kolhapur,  Maharashtra","Phone: 9371782825,0231 - 2668031 /32 ,Fax: -, Email: ssfarakte@yahoo.in",Charitable/Vol,161.0,1.0,124.0,5.0,115.0,1.0,28.0,0.0,16.70974,74.23701,blood-avail-data 24-8-26.pdf
1414,2026-08-24,18077,Padmashree Dr.D.Y Patil (Vishweshwar) Blood Centre,Pune,Pune,Sant,"Padmashree, Dr. D.Y. Patil Medical College Hospital , Sant , Pune, Pune,  Maharashtra","Phone: 9561792412 ,Fax: 2027805217, Email: vishweshwar.vbb@rediffmail.com",Charitable/Vol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,blood-avail-data 24-8-26.pdf
1415,2026-08-24,18078,Noble Charitable Trust S Noble Blood Centre,Pune,Pune,Magarpatta,"B-007, Basement c/o Noble Hospital, 153 Magarpatta city Road, Pune, Pune,  Maharashtra","Phone: 8999411865 ,Fax: -, Email: noblebloodbank@yahoo.in",Charitable/Vol,52.0,2.0,64.0,2.0,134.0,12.0,24.0,4.0,18.50482,73.9272,blood-avail-data 24-8-26.pdf
1417,2026-08-24,18079,Pimpari Serological Institute Blood Centre,Pune,Pune,Mumbai Highway,"4th Floor,Esteem Tower, opp K.S.B Pump, Pune-Mumbai Highway,, Pune, Pune,  Maharashtra","Phone: 2027422279 ,Fax: 2027421179, Email: psibbpimpri@gmail.com",Charitable/Vol,35.0,2.0,20.0,7.0,50.0,3.0,15.0,3.0,18.62432,73.80793,blood-avail-data 24-8-26.pdf
1439,2026-08-24,18080,Konkan Mitra Mandal Medical TrustS Sahyadri Speaciality Hospital Blood Centre,Pune,Pune,Deccan Gymkhana,"Konkan Mitra Mandal Medical TrustS Sahyadri Speaciality Hospital Blood Centre,  Pune, Pune, Maharashtra","Phone: 9673338405 / 9850540682 / 9422548833 ,Fax: 020 - 67213000, Email:  labqm@sahyadrihospitals.com",Charitable/Vol,18.0,6.0,35.0,0.0,31.0,0.0,15.0,1.0,18.51337,73.83308,blood-avail-data 24-8-26.pdf
1440,2026-08-24,18081,Aditya Birla Memorial Hospital Blood Centre,Pune,PUNE,Chinchwad,"Aditya Birla Memorial Hospital Blood Centre, Aditya Birla Hospital Marg,  Thergaon, Chinchwad, Pune, PUNE, Pune, Maharashtra","Phone: 9011352331 ,Fax: 1234567890, Email: rpsingh008@gmail.com",Private,34.0,1.0,29.0,9.0,46.0,0.0,13.0,1.0,18.62572,73.77478,blood-avail-data 24-8-26.pdf
