snapshot_date,entrydate,hospital_code,blood_bank_name,address,contact,hospital_type,A+,A-,B+,B-,O+,O-,AB+,AB-,source_file,district,area,city,latitude,longitude,BBRI,risk_class
2026-09-10,2026-09-10 09:49:26,18134,"Azad Panchi Groups, Miraj Serological Institute Blood Centre","Near Civil Hospital, Ganesh Nagar, 1st lane, S.No.1682,, Sangli, Sangli,  Maharashtra","Phone: 9423337545,0233-2374333 ,Fax: -, Email: drrutujapujari@gmail.com",Charitable/Vol,55,1,37,0,63,2,8,1,blood-avail-data-10-9-26.pdf,Sangli,Ganesh Nagar,Sangli,16.8524,74.58148,17.789021793048374,Low Risk
2026-09-10,2026-09-10 08:23:29,18130,"Shri Basaveshwar Manav  Vikas, Grameen Sevabhavi Sanstha, Adarsh Blood Centre","3rd floor Liladhar Plaza C.S. No. 1597/2, Ganesh Nagar, 3 la, Sangli, Sangli,  Maharashtra","Phone: 9273941878 ,Fax: -, Email: adarshbbsangli07@gmail.com",Charitable/Vol,66,1,11,0,93,4,2,1,blood-avail-data-10-9-26.pdf,Sangli,Ganesh Nagar,Sangli,16.842421,74.619929,21.317931471292,Low Risk
2026-09-10,2026-09-10 09:25:30,18251,"Blood Center Government Medical College And Hospital, Osmanabad","Dean Government medical college, marwadi galli osmanabad& Di, Osmanabad,  Osmanabad, Maharashtra","Phone: 7021448926 ,Fax: 02472-226924, Email: bloodbankosmanabad@gmail.com",Govt.,24,0,4,0,10,1,7,0,blood-avail-data-10-9-26.pdf,Osmanabad,Marwadi Galli Osmanabad,Osmanabad,18.18159,76.03624,30.733446927352595,Moderate Risk
2026-09-10,2026-09-10 10:43:18,284454,"Bhavar Blood Centre,  Badlapur (E), Taluka Ambernath, Dist. Thane","Basement of Sukhakarta Apartment, Survey No. -39, Hissa No. , Badlapur, Thane,  Maharashtra","Phone: 8208555090 ,Fax: -, Email: bhavarbloodcentre@gmail.com",Charitable/Vol,28,0,47,2,55,1,20,1,blood-avail-data-10-9-26.pdf,Thane,Badlapur,Badlapur,19.194329,72.970178,18.572690814497346,Low Risk
2026-09-10,2026-09-10 08:56:32,18139,Pravara Medical Trusts Blood Centre,"Pravara Rural Hospital & Medical Dental College Loni (BK) TQ, Rahata,   Ahmadnagar, Maharashtra","Phone: 9823206964,02422-271201 ,Fax: 02422- 273413, Email:  bloodbank@pmtpims.org",Charitable/Vol,15,1,9,4,22,3,7,0,blood-avail-data-10-9-26.pdf,Ahmadnagar,Loni,Rahata,19.57868,74.45594,20.24493345834885,Low Risk
2026-09-10,2026-09-10 09:50:55,18018,N.M Wadia Hospital Blood Centre Parel Mumbai,"Acharya Donde Marg, Opp. KEM Hospital,, Mumbai, Mumbai, Maharashtra","Phone: 9152007492 ,Fax: -, Email: wadiabloodbank@gmail.com",Charitable/Vol,19,0,30,0,28,0,6,0,blood-avail-data-10-9-26.pdf,Mumbai,Opp. Kem Hospital,Mumbai,19.01762,72.85613,25.44595378322725,Moderate Risk
2026-09-10,2026-09-10 07:31:46,18025,"S. L. Raheja Hospital. Blood Centre, Mahim","Raheja Rugnalaya Marg, Mahim,, Mumbai, Mumbai, Maharashtra","Phone: 2266529683 ,Fax: -, Email: bloodbank@rahejahospital.com",Charitable/Vol,11,3,20,4,31,3,20,0,blood-avail-data-10-9-26.pdf,Mumbai,Mahim,Mumbai,19.045967,72.843058,17.735841549341075,Low Risk
2026-09-10,2026-09-10 09:12:05,18267,Sau. Kantadevi Dale Blood Centre,"First Floor, Secura Hospital Campus, Washim to Malegaon Road, Washim, Washim,  Maharashtra","Phone: 9423127946 ,Fax: 07262-242024, Email: dr.narayandale@gmail.com",Charitable/Vol,0,0,3,0,2,0,0,0,blood-avail-data-10-9-26.pdf,Washim,Washim,Washim,20.13496,77.11777,43.24393844799065,Moderate Risk
2026-09-10,2026-09-10 09:52:51,18146,Sanjeevani Blood Centre,"110, 2/B Nishigandh, Vivekanand Nagar, Near  S.G Vidyalay,, Kopergaon,  Ahmadnagar, Maharashtra","Phone: 7588567384, 02423-222237/224885/ 223117  ,Fax: -, Email:  neeetapatil@gmail.com",Charitable/Vol,13,3,13,0,19,2,7,1,blood-avail-data-10-9-26.pdf,Ahmadnagar,Vivekanand Nagar,Kopargaon,19.88039,74.47092,23.43538116118965,Low Risk
2026-09-10,2026-09-10 07:37:27,18147,Anandrushiji Blood Centre,"Survey no.16/1, plot no.2 behind Anadrushiji Hospital Burudg, Ahmednagar,  Ahmadnagar, Maharashtra","Phone: 9049673565,0241-2320472 /3/4 ,Fax: 0241-2359085/2353055, Email:  ar.bloodbank@gmail.com",Charitable/Vol,95,3,120,4,102,7,42,1,blood-avail-data-10-9-26.pdf,Ahmadnagar,Burudgaon,Ahmednagar,19.08069,74.73228,10.59805377675497,Low Risk
2026-09-10,2026-09-10 10:16:12,18268,Arpan Blood Centre Blood Component And Apheresis Centre,"H.No R-3-1030, old Sonawane Hospital Near Hotel Ashok, Opp Y, Latur, Latur,  Maharashtra","Phone: 9922222068, 02382-251476 / 252476 ,Fax: -, Email:  arpanlatur@gmail.com",Charitable/Vol,118,6,135,2,114,8,37,4,blood-avail-data-10-9-26.pdf,Latur,Sawe Wadi,Latur,18.408491,76.551573,12.632755887166391,Low Risk
2026-09-10,2026-09-10 11:51:19,18026,"Shri Balyogi Shikshan Prasarak Mandal Charitable Trust, Sai Jeewan Blood  Centre","Civil lines on Nazul plot no. 9, Sheet No. 53, at Mankar Complex,sai jeevan  blood center,akola, Akola, Akola, Maharashtra","Phone: 9850650044 ,Fax: 1234567890, Email: nandkumargujalwar@gmail.com",Charitable/Vol,90,10,132,2,164,4,35,2,blood-avail-data-10-9-26.pdf,Akola,Akola,Akola,20.70593,77.0219,13.242359408069024,Low Risk
2026-09-10,2026-09-10 11:01:02,18027,M/S Beed Blood Centre,"Beed, Beed, Bid, Maharashtra","Phone: 9422750783, 8788105218 ,Fax: -, Email: beedbloodbank@gmail.com",Charitable/Vol,6,3,28,2,10,4,0,2,blood-avail-data-10-9-26.pdf,Beed,Beed,Beed,18.98909,75.76008,24.458207326527784,Low Risk
2026-09-10,2026-09-10 11:46:15,18149,Laksh Foundation New Arpan Voluntary Blood Centre Ahmednagar,"1st Floor, Sahakar Kranti Bldg. Market Yard, Near Bus Stand,, Ahmednagar,  Ahmadnagar, Maharashtra","Phone: 9922222068 ,Fax: -, Email: s9922222068@gmail.com",Charitable/Vol,27,0,32,0,84,0,32,0,blood-avail-data-10-9-26.pdf,Ahmadnagar,Bus Stand,Ahmednagar,20.004874,73.787165,25.585596465925786,Moderate Risk
2026-09-10,2026-09-10 08:43:04,18142,"Civil Surgeon, General Hospital, Blood Centre","District General / Civil Hospital  Savedi Road,, Ahmednagar, Ahmadnagar,  Maharashtra","Phone: 8788120409 ,Fax: 2412430127, Email: bloodbankcha37@gmail.com",Govt.,65,7,107,2,88,1,41,4,blood-avail-data-10-9-26.pdf,Ahmadnagar,Savedi,Ahmednagar,19.10843,74.73536,13.57936412480161,Low Risk
2026-09-10,2026-09-10 05:16:24,18022,Sir H N Hospital And Research Centre Blood Centre,"Kapol nivas 3rd floor, Rajaram Mohan Roy Marg, Prarthana Sam, Mumbai, Mumbai,  Maharashtra","Phone: 2235475225 ,Fax: 0, Email: RFH.BloodCentre@rfhospital.org",Charitable/Vol,13,0,26,0,12,0,4,0,blood-avail-data-10-9-26.pdf,Mumbai,Girgoan,Mumbai,18.95891,72.81995,26.98916884323364,Moderate Risk
2026-09-10,2026-09-10 11:22:15,18143,Dr. JondhaleS Nityaseva Blood Centre,"Dr. JondhaleS Nityaseva Blood Centre, Shrirampur, Ahmadnagar, Maharashtra","Phone: 8888008686 ,Fax: -, Email: dr.om.jondhale@gmail.com",Charitable/Vol,2,0,4,1,8,4,4,1,blood-avail-data-10-9-26.pdf,Ahmadnagar,Shrirampur,Shrirampur,19.6227,74.6604,21.576414960538436,Low Risk
2026-09-10,2026-09-10 07:36:47,18144,Ashtavinayak Blood Bank,"Sai palace,akashwani kendra,near professor colony chowk,, Ahmednagar,  Ahmadnagar, Maharashtra","Phone: 021412423434 ,Fax: -, Email: ashtavinayakbllodbank@gmail.com",Charitable/Vol,64,0,129,0,38,0,35,0,blood-avail-data-10-9-26.pdf,Ahmadnagar,Akashwani Kendra,Ahmednagar,19.117,74.73587,25.56640712931221,Moderate Risk
2026-09-10,2026-09-10 07:53:42,18265,"Nandkishor Education Society Trust, Arpan Voluntary Blood Centre","1st floor, Indira Gandhi Rugnalaya, LAD Square, Gandhi Nagar, Nagpur, Nagpur,  Maharashtra","Phone: 9322052904 ,Fax: -, Email: nandkishor@arpanbloodbank.org",Charitable/Vol,4,1,17,1,47,2,2,1,blood-avail-data-10-9-26.pdf,Nagpur,Gandhi Nagar,Nagpur,21.13251,79.05404,23.809695960709167,Low Risk
2026-09-10,2026-09-10 10:02:39,18023,Shushrusha Citizens Co-Op Hospital Blood Centre,"Shushrusha  citizens  co-operative Hospital Ltd. Gr.Floor,698-B Ranade Road,  Dadar west, Dadar, Mumbai, Maharashtra","Phone: 9022240366 ,Fax: 1234567890, Email: bloodbank.shushrusha@gmail.com",Charitable/Vol,24,0,21,0,41,2,6,0,blood-avail-data-10-9-26.pdf,Mumbai,Dadar West,Mumbai,19.02334,72.83772,27.796079944167268,Moderate Risk
2026-09-10,2026-09-10 09:22:52,18266,"Adarsh Sanskaar Mandal  Sanchalit, Dr. Hedgewar Rakta Pedhi, Blood Centre","Balaji Plot  SBI Colony no - 1,  Near Jathat peth,  No.1, Akola, Akola,  Maharashtra","Phone: 9422862482 ,Fax: -, Email: siddhsamir@rediffmail.com",Charitable/Vol,43,2,58,2,86,3,18,1,blood-avail-data-10-9-26.pdf,Akola,Near Jathat Peth,Akola,21.140578,79.060506,16.389856655043104,Low Risk
2026-09-10,2026-09-10 09:57:39,18024,Smt. Kapoorben Vasanji Lathiya Blood Centre,"Swami Vivekanand Road, Opposite Juhu airport, Vile Parle wes, Mumbai, Mumbai,  Maharashtra","Phone: 9320070111 ,Fax: -, Email: nidhi.mehta@nanavatimaxhospital.org",Charitable/Vol,6,0,6,0,8,0,0,0,blood-avail-data-10-9-26.pdf,Mumbai,Vile Parle,Mumbai,19.09583,72.8401,32.809515309281295,Moderate Risk
2026-09-10,2026-09-10 17:04:29,18145,"Rotary Blood Centre, Rahuri Charitable Trust","Acharya Anand Rushiji Bhavan, Near Water Tank, Nagar Manmad , Rahuri,  Ahmadnagar, Maharashtra","Phone: 9975255654,232975 ,Fax: -, Email: rotarybloodbankrahuri@gmail.com",Charitable/Vol,26,2,29,3,47,3,10,1,blood-avail-data-10-9-26.pdf,Ahmadnagar,Nagar Manmad,Rahuri,19.419633,74.65553,15.851359398917992,Low Risk
2026-09-10,2026-09-10 08:31:34,18140,Shri Sainath Blood Centre,"opp. Bus Stand,  Shri Saibaba Sansthan, Shirdi Tal - Rahata,, Shirdi ,  Ahmadnagar, Maharashtra","Phone: 02423-258525  ,Fax: 02423-258676, Email: drpatilsr@rediffmail.com",Charitable/Vol,0,0,0,0,0,0,0,0,blood-avail-data-10-9-26.pdf,Ahmadnagar,Rahata,Shirdi,19.75421,74.47796,49.380717158227895,Moderate Risk
2026-09-10,2026-09-10 10:43:28,18261,Akola Diagnostic Centre Blood Centre And Component Lab,"Shivashish, Opp.Gajanan Hospital, Ramnagar, , Akola, Akola, Maharashtra","Phone: 7588760003 ,Fax: 9823048379, Email: akoladiagnostic@rediffmail.com",Charitable/Vol,7,4,43,3,25,2,18,2,blood-avail-data-10-9-26.pdf,Akola,Ramnagar,Akola,20.70762,77.01046,20.61863152978364,Low Risk
2026-09-10,2026-09-10 00:09:18,18262,"Civil Surgeon, District General Hospital Blood Centre","Blood Bank Civil Surgeon, District General Hospital Blood Ba, Parbhani,  Parbhani, Maharashtra","Phone: 9423437965 ,Fax: 2452231387, Email: bloodbankghp@gmail.com",Govt.,98,9,153,0,180,4,40,4,blood-avail-data-10-9-26.pdf,Parbhani,Parbhani,Parbhani,19.2717,76.76503,11.131659042638477,Low Risk
2026-09-10,2026-09-10 07:09:59,18141,Ahmednagar Municipal Council Blood Centre,"Late. Balasaheb Deshpande Hospital, Near Asha Theatre,, Late. Balasaheb  Deshpande Hospital, Near Asha Theatre,, Ahmednagar, Ahmadnagar, Maharashtra","Phone: 9372879393 ,Fax: 0242345646, Email: bloodbankamc@gmail.com",Govt.,0,0,0,0,0,0,0,0,blood-avail-data-10-9-26.pdf,Ahmadnagar,Asha Theatre,Ahmednagar,19.09269,74.73623,50.0,Moderate Risk
2026-09-10,2026-09-10 17:04:29,284448,"Shwas Foundation Poona Blood Centre, Narayangaon, Tal- Junnar, Dist. Pune","S.No. 284 & 287, Office No.413 /414 /415 /416, 4th Floor, Dh, Narayangaon, Pune,  Maharashtra","Phone: 9702156655 ,Fax: -, Email: poonabloodcenter@gmail.com",Charitable/Vol,22,2,28,0,22,4,6,1,blood-avail-data-10-9-26.pdf,Pune,Narayangaon,Narayangaon,18.521428,73.854454,14.756941269080809,Low Risk
2026-09-10,2026-09-10 17:04:30,284443,"Maharashtra Blood Centre, Waluj Midc, Dist. Chh. Sambhaji Nagar (Aurangabad)","Plot No. C-262, First Floor, Mahavir Circle, Waluj MIDC, Dis, Waluj MIDC Chh  Sambhaji Nagar, Aurangabad, Maharashtra","Phone: 9923652195 ,Fax: -, Email: maharashtrabloodcentre@gmail.com",Charitable/Vol,11,0,39,4,35,3,17,0,blood-avail-data-10-9-26.pdf,Aurangabad,Waluj,Waluj,19.84415,75.23226,20.895423036116345,Low Risk
2026-09-10,2026-09-10 09:13:06,18234,Sanjivan   Blood Centre,"Ninawe Hospital, Near Benglur Bakery, Kasturba Rd., Chandrapur, Chandrapur,  Maharashtra","Phone: 9421718892,7387784937,07172-254884 ,Fax: 07172-254994, Email:  wasudeo.ninawe@gmail.com",Charitable/Vol,20,3,10,3,20,2,2,0,blood-avail-data-10-9-26.pdf,Chandrapur,Kasturba Rd,Chandrapur,19.9519,79.29769,22.00340503590812,Low Risk
2026-09-10,2026-09-10 11:09:09,18113,M/S Jeevan Jyot Charitable TrustS Solapur Blood Centre,"M/S Jeevan Jyot Charitable TrustS Solapur Blood Centre, Solapur, Solapur,  Maharashtra","Phone: 9822297215 ,Fax: -, Email: solapurbloodbank@gmail.com",Charitable/Vol,6,0,7,0,7,0,3,0,blood-avail-data-10-9-26.pdf,Solapur,Siddheshwar Peth,Solapur,17.66265,75.89612,29.17748373534347,Moderate Risk
2026-09-10,2026-09-10 17:04:28,18114,Akshay Blood Centre,"Survey No.2212, First Floor, Laxmi Narayan Apartment, South , Lashkar, Solapur,  Solapur, Solapur, Maharashtra","Phone:  989024433 ,Fax: 0, Email: akshaybloodbank.solapur@gmail.com",Charitable/Vol,24,1,63,2,67,3,10,0,blood-avail-data-10-9-26.pdf,Solapur,Lashkar,Solapur,17.65726,75.91027,16.405983781636984,Low Risk
2026-09-10,2026-09-10 07:56:31,18236,"Indian Red Cross Society, Dr. Bhalchandra Blood Centre","IRCS, Dr Bhalchandra Blood Bank, Gandhi Market, Near Bus Sta, Latur, Latur,  Maharashtra","Phone: 9096307080 ,Fax: -, Email: ircslatur@gmail.com",Red Cross,2,0,1,1,0,1,1,0,blood-avail-data-10-9-26.pdf,Latur,Ircs,Latur,18.40111,76.58047,35.01584130289351,Moderate Risk
2026-09-10,2026-09-10 09:09:08,18115,"Athar Blood Centre, Solapur","Athar Minorities Social & Welfare Associations, Athar Blood , Solapur, Solapur,  Maharashtra","Phone: 9689999744 ,Fax: -, Email: atharbloodbank@ymail.com",Charitable/Vol,16,0,42,2,18,3,8,1,blood-avail-data-10-9-26.pdf,Solapur,Athar Blood,Solapur,17.65992,75.90639,21.101623193956296,Low Risk
2026-09-10,2026-09-10 09:25:11,18116,Rajashri Chatrapati Shahu Maharaj Govt. Medical College And Chatrapati  Pramilaraje  General  Hospita,"Dasara Chowk, Somwar Peth, C.P.R Hospital Compound,, Karveer, Kolhapur,  Maharashtra","Phone: 2312644337 ,Fax: -, Email: rcsmgmc.cprbloodbank@gmail.com",Govt.,15,1,43,0,71,0,3,0,blood-avail-data-10-9-26.pdf,Kolhapur,Somwar Peth,Karveer,16.6716,74.2346,26.688052822323307,Moderate Risk
2026-09-10,2026-09-10 17:04:27,18237,"Dean, Maeer,S Smt.Saraswati Karad Blood Centre","Yashwantrao Chavan Rural Hospital Campur, Vishwanath Puram Ambajogai Road,  latur, Latur, Latur, Maharashtra","Phone: 9422968442 ,Fax: 0238228939, Email: bloodbank@mimsr.edu.in",Charitable/Vol,1483,59,1670,87,1016,134,713,20,blood-avail-data-10-9-26.pdf,Latur,Ambajogai,Latur,18.41815,76.57059,3.4618205199060497,Low Risk
2026-09-10,2026-09-10 07:33:21,18230,Jeevandhara Buldana Urban Blood Centre Run And Managed By Shree Charitable  Trust,"1st floor, DSD City Mall,  above bank of India, Tehsil to St, Buldana , Buldana,  Buldana, Maharashtra","Phone: 9922527555 ,Fax: -, Email: maheshbhakkad@gmail.com",Charitable/Vol,8,0,3,0,11,0,1,0,blood-avail-data-10-9-26.pdf,Buldana,Dsd City Mall,Buldana,20.53271,76.18061,32.48704657742796,Moderate Risk
2026-09-10,2026-09-10 09:49:41,18231,"Dean, Swami Ramanand Tirtha Rural Medical College. And Hospital, Blood Centre","SRTR., MCH Ambajogai TQ.Ambajogai, Ambajogai, Bid, Maharashtra","Phone: 9422467018,02446 244472  ,Fax: 02446 247132, Email:  srtrgmcbb@gmail.com",Govt.,33,0,99,4,39,5,0,3,blood-avail-data-10-9-26.pdf,Beed,Mch Ambajogai Tq.Ambajogai,Ambajogai,18.73174,76.37172,17.072688921611757,Low Risk
2026-09-10,2026-09-10 07:25:21,18232,Vaidyanath Blood Centre,"Mundhe Children Hospital, Near Dube Petrol Pump, Jai Nagar, , Jay nager  beed,  Parli-Vajinath, Bid, Maharashtra","Phone: 9422242419 ,Fax: 0, Email: Drsuryakantmundhe@gmail.com",Charitable/Vol,31,0,35,0,43,0,21,0,blood-avail-data-10-9-26.pdf,Beed,Parli,Parli-Vajinath,18.842659,76.535058,24.36483139737977,Low Risk
2026-09-10,2026-09-10 17:04:30,18111,"Indian Red Cross Society Blood Centre, Shriman Rambhai Shah Blood Centre","Jawaharlal Hospital Compound , Shivaji Road, Barsi ,Somwarpe, Solapur, Solapur,  Maharashtra","Phone: 9011095652 ,Fax: -, Email: srsbloodbank@gmail.com",Red Cross,42,12,82,5,67,9,11,3,blood-avail-data-10-9-26.pdf,Solapur,Somwarpe,Solapur,18.23421,75.68987,9.200510679327362,Low Risk
2026-09-10,2026-09-10 09:32:30,18112,"Smbt Institute Of Medical Science And Research Centre, Blood Centre And  Component","Block-101, Ground Floor,  A Wing, New SMBT Hospital Bldg., , Nashik, Nashik,  Maharashtra","Phone: 9130052949, 02553-222300 ,Fax: -, Email: cnetare@gmail.com",Charitable/Vol,36,8,26,4,71,6,21,4,blood-avail-data-10-9-26.pdf,Nashik,Igatpuri,Nashik,19.76062,73.76985,10.653438205914556,Low Risk
2026-09-10,2026-09-10 08:16:07,284555,M/S. Freedom Foundation Sanchlit Lifeline Blood Centre,"Gat No:167, Office No:101 to 105, 1st floor, N.V.Bussiness C, Pune,  Maharashtra","Phone: 7757800848 ,Fax: -, Email: lifelineblood2024@gmail.com",Charitable/Vol,46,3,80,10,58,4,38,1,blood-avail-data-10-9-26.pdf,Pune,Somatane,Pune,18.7032628,73.6836701,10.522685671169668,Low Risk
2026-09-10,2026-09-10 07:13:25,284433,"Ayush Blood Centre, Vaduj, Tal. Khatav, Dist. Satara","C/o Sachin Mali, 2nd Floor, C.S. No. 1094/B/01/04 (Part), Wa, Vaduj, Satara,  Maharashtra","Phone: 9763245312 ,Fax: -, Email: ayushbloodcentrevaduj@gmail.com",Charitable/Vol,60,3,71,2,69,7,36,0,blood-avail-data-10-9-26.pdf,Satara,Vaduj,Vaduj,20.9727,79.4027,15.82828079000554,Low Risk
2026-09-10,2026-09-10 11:07:57,284432,"City Blood Centre, Component And Apheresis Centre, Beed","Under Ground Floor, Taj Plaza, Prop. No.6-24, Jalna Road, Be, Beed, Bid,  Maharashtra","Phone: 9373878079 ,Fax: 0, Email: citybloodbankbeed@gmail.com",Charitable/Vol,24,3,86,3,87,2,3,2,blood-avail-data-10-9-26.pdf,Jalna,Jalna,Jalna,20.147888,77.880353,13.97233876203428,Low Risk
2026-09-10,2026-09-10 10:25:32,18117,Leelavati Blood Centre,"John Lay Out, Jamrnn Road, Near Bus stand,, Buldhana, Buldana, Maharashtra","Phone: 9834374310 ,Fax: -, Email: dr.ajitshirsat@rediffmail.com",Private,0,0,0,0,0,0,0,0,blood-avail-data-10-9-26.pdf,Buldana,John Lay Out,Buldhana,20.52921,76.18417,50.0,Moderate Risk
